"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Code","1","170","3771001503744","129294336","49430528","19584","C:\Program Files\Microsoft VS Code\Code.exe","""C:\Program Files\Microsoft VS Code\Code.exe"" ""c:\Program Files\Microsoft VS Code\1b6a188127\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=6904","System.Diagnostics.Process (Code)","Microsoft Corporation","2,0625","1.130.0","1.130.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4488","8",,"False","23/09/2026 11:42:58",,"35972",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19584","19584","49430528","49430528","646552","646552","52183040","52183040","130891776","130891776","3771026669568","45383680","True","Normal","49430528","49430528","4095","1",,"System.Diagnostics.ProcessThreadCollection","170","3771001503744","20217856","False",,,,"129294336","129294336",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.4062500","00:00:02.0625000","00:00:01.6562500","Code","0","","True",,
"Code","1","361","3773187080192","98054144","92266496","32392","C:\Program Files\Microsoft VS Code\Code.exe","""C:\Program Files\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\david\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=1748,i,5393130702145439478,14071236212283057135,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1752,i,3288771410498485161,1324435056135246940,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=3804 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","36,046875","1.130.0","1.130.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2252","8",,"False","23/09/2026 09:50:58",,"42980",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32392","32392","92266496","92266496","674248","674248","95793152","95793152","131104768","131104768","3773234290688","-2041962496","True","Normal","92266496","92266496","4095","1",,"System.Diagnostics.ProcessThreadCollection","361","3773187080192","-2089172992","False",,,,"98054144","98054144",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:25","00:00:36.0468750","00:00:11.0468750","Code","0","","True",,
"Code","1","364","2255368441856","54665216","15048704","24488","C:\Program Files\Microsoft VS Code\Code.exe","""C:\Program Files\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\david\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=1748,i,5393130702145439478,14071236212283057135,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1752,i,3288771410498485161,1324435056135246940,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=1924 /prefetch:11","System.Diagnostics.Process (Code)","Microsoft Corporation","11,3125","1.130.0","1.130.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3788","8",,"False","23/09/2026 09:50:55",,"45012",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24488","24488","15048704","15048704","667776","667776","19288064","19288064","61435904","61435904","2255439122432","581292032","True","Normal","15048704","15048704","4095","1",,"System.Diagnostics.ProcessThreadCollection","364","2255368441856","510611456","False",,,,"54665216","54665216",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:05.6875000","00:00:11.3125000","00:00:05.6250000","Code","0","","True",,
"Code","1","392","3773161472000","101142528","138858496","59672","C:\Program Files\Microsoft VS Code\Code.exe","""C:\Program Files\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\david\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=1748,i,5393130702145439478,14071236212283057135,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1752,i,3288771410498485161,1324435056135246940,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=3636 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","9,46875","1.130.0","1.130.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5212","8",,"False","23/09/2026 09:50:58",,"45188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","59672","59672","138858496","138858496","687288","687288","166404096","166404096","174182400","174182400","3773214801920","-2061451264","True","Normal","138858496","138858496","4095","1",,"System.Diagnostics.ProcessThreadCollection","392","3773161472000","-2114781184","False",,,,"101142528","101142528",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:05","00:00:09.4687500","00:00:04.4687500","Code","0","","True",,
"collector_service","0","472","2203472588800","16277504","10420224","17984",,,,,,,,,,"Process",,,"8",,,,,"21492",".",,,,"17984","17984","10420224","10420224","194952","194952","10854400","10854400","23646208","23646208","2203480977408","162754560",,,"10420224","10420224",,"0",,"System.Diagnostics.ProcessThreadCollection","472","2203472588800","154365952","False",,,,"16277504","16277504",,,,,,"collector_service","0","","True",,
"com.docker.service","0","464","4949164032","37535744","29229056","29208",,,,,,,,,,"Process",,,"8",,,,,"6748",".",,,,"29208","29208","29229056","29229056","355584","355584","30818304","30818304","48746496","48746496","5037285376","742318080",,,"29229056","29229056",,"0",,"System.Diagnostics.ProcessThreadCollection","464","4949164032","654196736","False",,,,"37535744","37535744",,,,,,"com.docker.service","0","","True",,
"conhost","0","144","2203405852672","10313728","1728512","10744",,,,,,,,,,"Process",,,"8",,,,,"3424",".",,,,"10744","10744","1728512","1728512","96680","96680","1818624","1818624","11116544","11116544","2203407429632","89206784",,,"1728512","1728512",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203405852672","87629824","False",,,,"10313728","10313728",,,,,,"conhost","0","","True",,
"conhost","0","144","2203405852672","10444800","1720320","10744",,,,,,,,,,"Process",,,"8",,,,,"7228",".",,,,"10744","10744","1720320","1720320","96680","96680","1777664","1777664","11079680","11079680","2203406901248","88678400",,,"1720320","1720320",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203405852672","87629824","False",,,,"10444800","10444800",,,,,,"conhost","0","","True",,
"conhost","0","144","2203405852672","10342400","1732608","10744",,,,,,,,,,"Process",,,"8",,,,,"10524",".",,,,"10744","10744","1732608","1732608","96680","96680","1789952","1789952","11087872","11087872","2203406934016","88711168",,,"1732608","1732608",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203405852672","87629824","False",,,,"10342400","10342400",,,,,,"conhost","0","","True",,
"conhost","0","111","2203399323648","7794688","1372160","8976",,,,,,,,,,"Process",,,"8",,,,,"11868",".",,,,"8976","8976","1372160","1372160","82824","82824","1429504","1429504","8622080","8622080","2203400404992","82182144",,,"1372160","1372160",,"0",,"System.Diagnostics.ProcessThreadCollection","111","2203399323648","81100800","False",,,,"7794688","7794688",,,,,,"conhost","0","","True",,
"conhost","1","98","2203415818240","6901760","1187840","7888","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (cloud-drive-daemon)","Microsoft Corporation","0,03125","10.0.26100.8875 (WinBuild.160101.0800)","10.0.26100.8875","Hôte de la fenêtre de la console","Système d exploitation Microsoft® Windows®","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3656","8",,"False","18/09/2026 08:42:35",,"17056",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7888","7888","1187840","1187840","113088","113088","1245184","1245184","7299072","7299072","2203416997888","98775040","True","Normal","1187840","1187840","4095","1",,"System.Diagnostics.ProcessThreadCollection","98","2203415818240","97595392","False",,,,"6901760","6901760",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","conhost","0","","True",,
"conhost","0","145","2203405852672","10366976","1728512","10744",,,,,,,,,,"Process",,,"8",,,,,"20636",".",,,,"10744","10744","1728512","1728512","96680","96680","1789952","1789952","11091968","11091968","2203406934016","88711168",,,"1728512","1728512",,"0",,"System.Diagnostics.ProcessThreadCollection","145","2203405852672","87629824","False",,,,"10366976","10366976",,,,,,"conhost","0","","True",,
"conhost","0","144","2203405852672","10346496","1720320","10744",,,,,,,,,,"Process",,,"8",,,,,"20904",".",,,,"10744","10744","1720320","1720320","96680","96680","1777664","1777664","11087872","11087872","2203406901248","88678400",,,"1720320","1720320",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203405852672","87629824","False",,,,"10346496","10346496",,,,,,"conhost","0","","True",,
"conhost","0","144","2203405852672","10342400","1716224","10744",,,,,,,,,,"Process",,,"8",,,,,"20932",".",,,,"10744","10744","1716224","1716224","96680","96680","1773568","1773568","11096064","11096064","2203406905344","88682496",,,"1716224","1716224",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203405852672","87629824","False",,,,"10342400","10342400",,,,,,"conhost","0","","True",,
"conhost","1","98","2203415818240","6901760","1196032","7888","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (cloud-drive-connect)","Microsoft Corporation","0,015625","10.0.26100.8875 (WinBuild.160101.0800)","10.0.26100.8875","Hôte de la fenêtre de la console","Système d exploitation Microsoft® Windows®","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4464","8",,"False","18/09/2026 08:42:32",,"24380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7888","7888","1196032","1196032","113088","113088","1253376","1253376","7307264","7307264","2203416969216","98746368","True","Normal","1196032","1196032","4095","1",,"System.Diagnostics.ProcessThreadCollection","98","2203415818240","97595392","False",,,,"6901760","6901760",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","1","118","2203445149696","9764864","1830912","10472","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (EpicOnlineServicesUserHelper)","Microsoft Corporation","0,171875","10.0.26100.8875 (WinBuild.160101.0800)","10.0.26100.8875","Hôte de la fenêtre de la console","Système d exploitation Microsoft® Windows®","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6168","8",,"False","21/09/2026 07:12:58",,"33000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10472","10472","1830912","1830912","171720","171720","1921024","1921024","10731520","10731520","2203467960320","149737472","True","Normal","1830912","1830912","4095","1",,"System.Diagnostics.ProcessThreadCollection","118","2203445149696","126926848","False",,,,"9764864","9764864",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0781250","00:00:00.1718750","00:00:00.0937500","conhost","0","","True",,
"ContourDesignExecutive2","1","498","4467044352","29184000","7385088","20720","C:\Program Files\Contour Design\Contour Personalization App\ContourDesignExecutive2.exe","""C:\Program Files\Contour Design\Contour Personalization App\ContourDesignExecutive2.exe"" ",,,"109,484375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6216","8",,"False","18/09/2026 08:42:34",,"3748",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20720","20720","7385088","7385088","250584","250584","7548928","7548928","29937664","29937664","4475432960","180465664","True","Normal","7385088","7385088","4095","1",,"System.Diagnostics.ProcessThreadCollection","498","4467044352","172077056","False",,,,"29184000","29184000",,"System.Diagnostics.ProcessModule (ContourDesignExecutive2.exe)","00:01:09.9687500","00:01:49.4843750","00:00:39.5156250","ContourDesignExecutive2","0","","True",,
"crashhelper","1","316","2203584282624","9158656","2330624","10296","C:\Program Files\Mozilla Firefox\crashhelper.exe","""C:\Program Files\Mozilla Firefox\crashhelper.exe"" ""20564"" ""\\.\pipe\gecko-crash-server-pipe.20564"" ""C:\Users\david\AppData\Local\Temp\\"" ""844"" ""20260909172920"" ""856"" ""632""","System.Diagnostics.Process (firefox)","Mozilla Foundation","0,25","156.0","156.0","","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6284","8",,"False","18/09/2026 08:38:41",,"19696",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10296","10296","2330624","2330624","164808","164808","3911680","3911680","10244096","10244096","2203617841152","299618304","True","Normal","2330624","2330624","4095","1",,"System.Diagnostics.ProcessThreadCollection","316","2203584282624","266059776","False",,,,"9158656","9158656",,"System.Diagnostics.ProcessModule (crashhelper.exe)","00:00:00.1406250","00:00:00.2500000","00:00:00.1093750","crashhelper","0","","True",,
"CrossDeviceResume","1","603","2203849469952","61878272","18653184","31192","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe"" /tileid MicrosoftWindows.Client.CBS_cw5n1h2txyewy!CrossDeviceResumeApp","System.Diagnostics.Process (sihost)","Microsoft Corporation","6,015625","2607.27000.0.0","2607.27000.0.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6252","8",,"False","18/09/2026 08:38:00",,"12900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31192","31192","18653184","18653184","736440","736440","29556736","29556736","82481152","82481152","2203899977728","581754880","True","Normal","18653184","18653184","4095","1",,"System.Diagnostics.ProcessThreadCollection","603","2203849469952","531247104","False",,,,"61878272","61878272",,"System.Diagnostics.ProcessModule (CrossDeviceResume.exe)","00:00:02.9687500","00:00:06.0156250","00:00:03.0468750","CrossDeviceResume","0","","True",,
"CrossDeviceService","1","1723","2272661110784","188784640","95973376","168680","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26072.116.0_x64__cw5n1h2txyewy\CrossDeviceService.exe","""C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26072.116.0_x64__cw5n1h2txyewy\CrossDeviceService.exe"" -RegisterProcessAsComServer -Embedding",,"Microsoft Corporation","2037","1.26072.116.0","1.26072.116+67daa658f201dbcdabab417371b91bf3c9b9d217","Microsoft Cross Device Service","CrossDeviceService","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6348","8",,"False","18/09/2026 08:38:03",,"5624",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","168680","168680","95973376","95973376","776312","776312","117972992","117972992","250449920","250449920","2272784805888","747106304","True","Normal","95973376","95973376","4095","1",,"System.Diagnostics.ProcessThreadCollection","1723","2272661110784","623411200","False",,,,"188784640","188784640",,"System.Diagnostics.ProcessModule (CrossDeviceService.exe)","00:14:48.1250000","00:33:57","00:19:08.8750000","CrossDeviceService","0","","True",,
"csrss","0","1063","2203438432256","7028736","2531328","36648",,,,,,,,,,"Process",,,"13",,,,,"1244",".",,,,"36648","36648","2531328","2531328","449512","449512","3633152","3633152","8704000","8704000","2203441418240","123195392",,,"2531328","2531328",,"0",,"System.Diagnostics.ProcessThreadCollection","1063","2203438432256","120209408","False",,,,"7028736","7028736",,,,,,"csrss","0","","True",,
